Entity,Continent,Hemisphere,Year,Average monthly precipitation,ghgEmissions,temperature_anomaly,Annual CO2 emissions (per capita),Location,pop
Eswatini,Africa,Southern Hemisphere,2007,4.025333357,3000000,0.4725,1.0086,Southern,
Eswatini,Africa,Southern Hemisphere,2008,4.435833359,2990000,0.4025,0.9841,Southern,
Eswatini,Africa,Southern Hemisphere,2009,6.803333187,2900000,0.593333333,1.0152,Southern,
Eswatini,Africa,Southern Hemisphere,2010,5.73399992,2950000,0.546666667,0.9531,Southern,1186060
Eswatini,Africa,Southern Hemisphere,2011,5.057666683,2970000,0.468333333,0.957,Southern,
Eswatini,Africa,Southern Hemisphere,2012,5.273666573,3160000,0.48,1.1033,Southern,
Eswatini,Africa,Southern Hemisphere,2013,5.821000099,3060000,0.549166667,1.4227,Southern,
Eswatini,Africa,Southern Hemisphere,2014,4.636500072,3190000,0.57,0.8231,Southern,
Lesotho,Africa,Southern Hemisphere,1970,4.572638869,,0.09,,Southern,1033100
Lesotho,Africa,Southern Hemisphere,1971,5.298611144,,-0.018333333,,Southern,
Lesotho,Africa,Southern Hemisphere,1972,5.802361131,,0.195833333,,Southern,
Lesotho,Africa,Southern Hemisphere,1973,5.173541625,,0.2275,,Southern,
Lesotho,Africa,Southern Hemisphere,1974,6.968611161,,0.033333333,,Southern,
Lesotho,Africa,Southern Hemisphere,1975,7.010138949,,0.020833333,,Southern,1149620
Lesotho,Africa,Southern Hemisphere,1976,8.252986073,,0.010833333,,Southern,
Lesotho,Africa,Southern Hemisphere,1977,6.256805499,,0.236666667,,Southern,
Lesotho,Africa,Southern Hemisphere,1978,6.670069416,,0.115,,Southern,
Lesotho,Africa,Southern Hemisphere,1979,5.745416621,,0.249166667,,Southern,
Lesotho,Africa,Southern Hemisphere,1980,4.494861066,,0.349166667,,Southern,1309500
Lesotho,Africa,Southern Hemisphere,1981,6.591874957,,0.2725,,Southern,
Lesotho,Africa,Southern Hemisphere,1982,4.900416692,,0.23,,Southern,
Lesotho,Africa,Southern Hemisphere,1983,5.002986034,,0.385,,Southern,
Lesotho,Africa,Southern Hemisphere,1984,4.595069448,,0.2775,,Southern,
Lesotho,Africa,Southern Hemisphere,1985,5.680069486,,0.236666667,,Southern,1480760
Lesotho,Africa,Southern Hemisphere,1986,5.94076395,,0.233333333,,Southern,
Lesotho,Africa,Southern Hemisphere,1987,6.257986228,,0.4075,,Southern,
Lesotho,Africa,Southern Hemisphere,1988,7.700763981,,0.404166667,,Southern,
Lesotho,Africa,Southern Hemisphere,1989,6.04243056,,0.273333333,,Southern,
Lesotho,Africa,Southern Hemisphere,1990,4.790000002,3380000,0.371666667,0.8645,Southern,1638860
Lesotho,Africa,Southern Hemisphere,1991,6.766180555,3440000,0.400833333,0.8768,Southern,
Lesotho,Africa,Southern Hemisphere,1992,3.666180591,3660000,0.3075,0.8902,Southern,
Lesotho,Africa,Southern Hemisphere,1993,5.544097145,3680000,0.2775,0.8968,Southern,
Lesotho,Africa,Southern Hemisphere,1994,4.579513868,3690000,0.2625,0.8996,Southern,
Lesotho,Africa,Southern Hemisphere,1995,5.624652783,3660000,0.3175,0.8993,Southern,1794290
Lesotho,Africa,Southern Hemisphere,1996,7.291875005,3690000,0.390833333,0.8979,Southern,
Lesotho,Africa,Southern Hemisphere,1997,6.373333295,3700000,0.413333333,0.8992,Southern,
Lesotho,Africa,Southern Hemisphere,1998,6.200694442,3670000,0.518333333,0.9025,Southern,
Lesotho,Africa,Southern Hemisphere,1999,5.700000048,4230000,0.286666667,0.9034,Southern,
Lesotho,Africa,Southern Hemisphere,2000,6.382986148,4210000,0.29,0.9102,Southern,1963400
Lesotho,Africa,Southern Hemisphere,2001,5.771111071,4230000,0.435833333,0.9215,Southern,
Lesotho,Africa,Southern Hemisphere,2002,4.589930534,4030000,0.545,0.9386,Southern,
Lesotho,Africa,Southern Hemisphere,2003,4.22437495,4120000,0.495,0.9567,Southern,
Lesotho,Africa,Southern Hemisphere,2004,4.623263856,4100000,0.415,0.9882,Southern,
Lesotho,Africa,Southern Hemisphere,2005,4.751388848,4300000,0.499166667,1.0077,Southern,2065090
Lesotho,Africa,Southern Hemisphere,2006,6.042986155,4370000,0.460833333,1.0237,Southern,
Lesotho,Africa,Southern Hemisphere,2007,4.110972246,4570000,0.4725,1.0437,Southern,
Lesotho,Africa,Southern Hemisphere,2008,5.030486186,4650000,0.4025,1.0694,Southern,
Lesotho,Africa,Southern Hemisphere,2009,4.760347168,4870000,0.593333333,1.1139,Southern,
Lesotho,Africa,Southern Hemisphere,2010,5.273888886,5020000,0.546666667,1.1402,Southern,2171320
Lesotho,Africa,Southern Hemisphere,2011,5.087569435,5220000,0.468333333,1.1611,Southern,
Lesotho,Africa,Southern Hemisphere,2012,4.398333291,5390000,0.48,1.1892,Southern,
Lesotho,Africa,Southern Hemisphere,2013,3.97319448,5430000,0.549166667,1.1939,Southern,
Lesotho,Africa,Southern Hemisphere,2014,4.357430508,5540000,0.57,1.1888,Southern,
Namibia,Africa,Southern Hemisphere,1970,1.832769956,,0.09,,Southern,780250
Namibia,Africa,Southern Hemisphere,1971,2.427074524,,-0.018333333,,Southern,
Namibia,Africa,Southern Hemisphere,1972,2.450325703,,0.195833333,,Southern,
Namibia,Africa,Southern Hemisphere,1973,1.958116194,,0.2275,,Southern,
Namibia,Africa,Southern Hemisphere,1974,4.503609152,,0.033333333,,Southern,
Namibia,Africa,Southern Hemisphere,1975,2.178122073,,0.020833333,,Southern,905640
Namibia,Africa,Southern Hemisphere,1976,3.815267022,,0.010833333,,Southern,
Namibia,Africa,Southern Hemisphere,1977,3.041499411,,0.236666667,,Southern,
Namibia,Africa,Southern Hemisphere,1978,3.108524063,,0.115,,Southern,
Namibia,Africa,Southern Hemisphere,1979,2.539826882,,0.249166667,,Southern,
Namibia,Africa,Southern Hemisphere,1980,2.092778751,,0.349166667,,Southern,1012590
Namibia,Africa,Southern Hemisphere,1981,1.398603281,,0.2725,,Southern,
Namibia,Africa,Southern Hemisphere,1982,2.0785182,,0.23,,Southern,
Namibia,Africa,Southern Hemisphere,1983,1.953248237,,0.385,,Southern,
Namibia,Africa,Southern Hemisphere,1984,1.808782273,,0.2775,,Southern,
Namibia,Africa,Southern Hemisphere,1985,2.16463322,,0.236666667,,Southern,1144740
Namibia,Africa,Southern Hemisphere,1986,2.185399066,,0.233333333,,Southern,
Namibia,Africa,Southern Hemisphere,1987,1.83449237,,0.4075,,Southern,
Namibia,Africa,Southern Hemisphere,1988,2.393896716,,0.404166667,,Southern,
Namibia,Africa,Southern Hemisphere,1989,2.154295772,,0.273333333,,Southern,
Namibia,Africa,Southern Hemisphere,1990,2.316352698,8730000,0.371666667,,Southern,1415230
Namibia,Africa,Southern Hemisphere,1991,2.590792262,10030000,0.400833333,0.7147,Southern,
Namibia,Africa,Southern Hemisphere,1992,1.11956573,9970000,0.3075,0.7584,Southern,
Namibia,Africa,Southern Hemisphere,1993,2.386839787,9940000,0.2775,0.893,Southern,
Namibia,Africa,Southern Hemisphere,1994,1.8756074,10210000,0.2625,0.9875,Southern,
Namibia,Africa,Southern Hemisphere,1995,1.622796351,10280000,0.3175,0.9949,Southern,1652040
Namibia,Africa,Southern Hemisphere,1996,1.836273474,9450000,0.390833333,1.0353,Southern,
Namibia,Africa,Southern Hemisphere,1997,2.882857982,9360000,0.413333333,1.0422,Southern,
Namibia,Africa,Southern Hemisphere,1998,1.439278167,9990000,0.518333333,1.0495,Southern,
Namibia,Africa,Southern Hemisphere,1999,2.308735336,10040000,0.286666667,0.9431,Southern,
Namibia,Africa,Southern Hemisphere,2000,2.72245892,10770000,0.29,0.9147,Southern,1895460
Namibia,Africa,Southern Hemisphere,2001,2.144583338,11840000,0.435833333,1.105,Southern,
Namibia,Africa,Southern Hemisphere,2002,1.894281107,10070000,0.545,0.9499,Southern,
Namibia,Africa,Southern Hemisphere,2003,1.501954223,10370000,0.495,0.9964,Southern,
Namibia,Africa,Southern Hemisphere,2004,2.505008807,10960000,0.415,1.0275,Southern,
Namibia,Africa,Southern Hemisphere,2005,1.805311034,12550000,0.499166667,1.1909,Southern,2079950
Namibia,Africa,Southern Hemisphere,2006,3.79800763,14260000,0.460833333,1.1821,Southern,
Namibia,Africa,Southern Hemisphere,2007,1.221924885,13050000,0.4725,1.176,Southern,
Namibia,Africa,Southern Hemisphere,2008,2.518315727,11160000,0.4025,1.6263,Southern,
Namibia,Africa,Southern Hemisphere,2009,2.776091559,14420000,0.593333333,1.4737,Southern,
Namibia,Africa,Southern Hemisphere,2010,2.435783441,13470000,0.546666667,1.4612,Southern,2283290
Namibia,Africa,Southern Hemisphere,2011,2.910578042,17900000,0.468333333,1.282,Southern,
Namibia,Africa,Southern Hemisphere,2012,2.079169602,19290000,0.48,1.5327,Southern,
Namibia,Africa,Southern Hemisphere,2013,1.654821013,12890000,0.549166667,1.1646,Southern,
Namibia,Africa,Southern Hemisphere,2014,2.231179572,12300000,0.57,1.6313,Southern,
South Africa,Africa,Southern Hemisphere,1970,3.232062076,,0.09,6.7793,Southern,22501860
South Africa,Africa,Southern Hemisphere,1971,4.16927568,,-0.018333333,7.4301,Southern,
South Africa,Africa,Southern Hemisphere,1972,3.758863646,,0.195833333,7.3688,Southern,
South Africa,Africa,Southern Hemisphere,1973,3.985739099,,0.2275,7.2495,Southern,
South Africa,Africa,Southern Hemisphere,1974,5.492184032,,0.033333333,7.1908,Southern,
South Africa,Africa,Southern Hemisphere,1975,4.688037698,,0.020833333,7.3431,Southern,25698520
South Africa,Africa,Southern Hemisphere,1976,5.636260156,,0.010833333,7.4667,Southern,
South Africa,Africa,Southern Hemisphere,1977,4.491788617,,0.236666667,7.5431,Southern,
South Africa,Africa,Southern Hemisphere,1978,3.951969696,,0.115,7.4391,Southern,
South Africa,Africa,Southern Hemisphere,1979,3.47967295,,0.249166667,7.8586,Southern,
South Africa,Africa,Southern Hemisphere,1980,3.583974504,,0.349166667,7.9917,Southern,29076800
South Africa,Africa,Southern Hemisphere,1981,4.396156682,,0.2725,8.7648,Southern,
South Africa,Africa,Southern Hemisphere,1982,3.145988543,,0.23,9.302,Southern,
South Africa,Africa,Southern Hemisphere,1983,3.480463781,,0.385,9.419,Southern,
South Africa,Africa,Southern Hemisphere,1984,3.361367329,,0.2775,9.9123,Southern,
South Africa,Africa,Southern Hemisphere,1985,4.222217295,,0.236666667,9.9113,Southern,32867160
South Africa,Africa,Southern Hemisphere,1986,3.584441979,,0.233333333,9.8677,Southern,
South Africa,Africa,Southern Hemisphere,1987,3.953845165,,0.4075,9.5836,Southern,
South Africa,Africa,Southern Hemisphere,1988,4.915840723,,0.404166667,9.7632,Southern,
South Africa,Africa,Southern Hemisphere,1989,4.207753149,,0.273333333,9.4838,Southern,
South Africa,Africa,Southern Hemisphere,1990,3.285687368,312690000,0.371666667,8.5046,Southern,36794110
South Africa,Africa,Southern Hemisphere,1991,4.271760897,308680000,0.400833333,8.6447,Southern,
South Africa,Africa,Southern Hemisphere,1992,2.531008865,305650000,0.3075,7.7928,Southern,
South Africa,Africa,Southern Hemisphere,1993,3.736792313,314010000,0.2775,8.0838,Southern,
South Africa,Africa,Southern Hemisphere,1994,3.150303024,320000000,0.2625,8.3479,Southern,
South Africa,Africa,Southern Hemisphere,1995,4.248340718,330420000,0.3175,8.7278,Southern,41402050
South Africa,Africa,Southern Hemisphere,1996,5.007982276,339520000,0.390833333,8.6095,Southern,
South Africa,Africa,Southern Hemisphere,1997,4.223861775,352900000,0.413333333,8.9668,Southern,
South Africa,Africa,Southern Hemisphere,1998,3.722568373,359410000,0.518333333,8.6377,Southern,
South Africa,Africa,Southern Hemisphere,1999,3.48918514,339250000,0.286666667,8.4538,Southern,
South Africa,Africa,Southern Hemisphere,2000,4.525009241,343580000,0.29,8.4117,Southern,44760050
South Africa,Africa,Southern Hemisphere,2001,3.829100149,378290000,0.435833333,8.1524,Southern,
South Africa,Africa,Southern Hemisphere,2002,3.329763484,393500000,0.545,7.7216,Southern,
South Africa,Africa,Southern Hemisphere,2003,2.720443465,414710000,0.495,8.6511,Southern,
South Africa,Africa,Southern Hemisphere,2004,3.649724689,442720000,0.415,9.4959,Southern,
South Africa,Africa,Southern Hemisphere,2005,2.828628972,442670000,0.499166667,8.6867,Southern,47792790
South Africa,Africa,Southern Hemisphere,2006,3.957148928,444790000,0.460833333,9.2107,Southern,
South Africa,Africa,Southern Hemisphere,2007,3.121701768,464960000,0.4725,9.4626,Southern,
South Africa,Africa,Southern Hemisphere,2008,3.162032517,498990000,0.4025,9.9367,Southern,
South Africa,Africa,Southern Hemisphere,2009,3.260103471,478100000,0.593333333,9.9503,Southern,
South Africa,Africa,Southern Hemisphere,2010,3.178981888,486030000,0.546666667,9.1167,Southern,50132820
South Africa,Africa,Southern Hemisphere,2011,3.611723953,472880000,0.468333333,9.1137,Southern,
South Africa,Africa,Southern Hemisphere,2012,3.186380261,492830000,0.48,8.7283,Southern,
South Africa,Africa,Southern Hemisphere,2013,2.989685878,502490000,0.549166667,8.4912,Southern,
South Africa,Africa,Southern Hemisphere,2014,3.359739472,516590000,0.57,8.8348,Southern,
Benin,Africa,Northern Hemisphere,1970,8.949342138,,-0.038333333,0.0969,Western,2849110
Benin,Africa,Northern Hemisphere,1971,8.585877205,,-0.153333333,0.0985,Western,
Benin,Africa,Northern Hemisphere,1972,8.591754436,,-0.173333333,0.1276,Western,
Benin,Africa,Northern Hemisphere,1973,8.507697432,,0.096666667,0.1224,Western,
Benin,Africa,Northern Hemisphere,1974,9.146140337,,-0.176666667,0.1276,Western,
Benin,Africa,Northern Hemisphere,1975,9.502653461,,-0.053333333,0.1358,Western,3181700
Benin,Africa,Northern Hemisphere,1976,8.247982427,,-0.205,0.0777,Western,
Benin,Africa,Northern Hemisphere,1977,7.256206199,,0.118333333,0.0864,Western,
Benin,Africa,Northern Hemisphere,1978,9.519298227,,0.02,0.1029,Western,
Benin,Africa,Northern Hemisphere,1979,10.16627186,,0.084166667,0.1013,Western,
Benin,Africa,Northern Hemisphere,1980,8.754868369,,0.1675,0.1365,Western,3609730
Benin,Africa,Northern Hemisphere,1981,8.248157928,,0.37,0.1093,Western,
Benin,Africa,Northern Hemisphere,1982,7.720285102,,0.054166667,0.1215,Western,
Benin,Africa,Northern Hemisphere,1983,6.367258812,,0.246666667,0.1088,Western,
Benin,Africa,Northern Hemisphere,1984,8.219473676,,0.038333333,0.1168,Western,
Benin,Africa,Northern Hemisphere,1985,8.84140356,,-0.003333333,0.1696,Western,4120960
Benin,Africa,Northern Hemisphere,1986,7.904495578,,0.133333333,0.1511,Western,
Benin,Africa,Northern Hemisphere,1987,8.0743421,,0.246666667,0.114,Western,
Benin,Africa,Northern Hemisphere,1988,9.982587701,,0.370833333,0.1151,Western,
Benin,Africa,Northern Hemisphere,1989,9.681732466,,0.2675,0.1265,Western,
Benin,Africa,Northern Hemisphere,1990,7.78846491,5160000,0.528333333,0.1367,Western,4773030
Benin,Africa,Northern Hemisphere,1991,10.4510088,5240000,0.409166667,0.1538,Western,
Benin,Africa,Northern Hemisphere,1992,7.934846514,5350000,0.133333333,0.1622,Western,
Benin,Africa,Northern Hemisphere,1993,8.111951765,5470000,0.189166667,0.1968,Western,
Benin,Africa,Northern Hemisphere,1994,9.382171079,5750000,0.371666667,0.2139,Western,
Benin,Africa,Northern Hemisphere,1995,9.698201732,5600000,0.5775,0.2157,Western,5651270
Benin,Africa,Northern Hemisphere,1996,8.775899059,6510000,0.264166667,0.202,Western,
Benin,Africa,Northern Hemisphere,1997,8.471425458,6950000,0.5175,0.1907,Western,
Benin,Africa,Northern Hemisphere,1998,9.806535081,7210000,0.705,0.1846,Western,
Benin,Africa,Northern Hemisphere,1999,10.05828943,7180000,0.478333333,0.2314,Western,
Benin,Africa,Northern Hemisphere,2000,8.23436402,7770000,0.496666667,0.2292,Western,6518080
Benin,Africa,Northern Hemisphere,2001,7.026798223,7880000,0.638333333,0.2529,Western,
Benin,Africa,Northern Hemisphere,2002,8.899561418,9120000,0.7125,0.2814,Western,
Benin,Africa,Northern Hemisphere,2003,10.14214916,8990000,0.746666667,0.3095,Western,
Benin,Africa,Northern Hemisphere,2004,9.431140285,8810000,0.659166667,0.3201,Western,
Benin,Africa,Northern Hemisphere,2005,8.39177621,10310000,0.854166667,0.2965,Western,7633760
Benin,Africa,Northern Hemisphere,2006,8.381162355,10830000,0.815833333,0.4517,Western,
Benin,Africa,Northern Hemisphere,2007,9.938486827,11880000,0.851666667,0.5109,Western,
Benin,Africa,Northern Hemisphere,2008,10.49429828,11470000,0.6825,0.4892,Western,
Benin,Africa,Northern Hemisphere,2009,9.288530751,12220000,0.725833333,0.504,Western,
Benin,Africa,Northern Hemisphere,2010,9.960394709,12930000,0.899166667,0.5369,Western,8849890
Benin,Africa,Northern Hemisphere,2011,8.7754167,13130000,0.741666667,0.5165,Western,
Benin,Africa,Northern Hemisphere,2012,9.87282896,12960000,0.814166667,0.4768,Western,
Benin,Africa,Northern Hemisphere,2013,8.071228052,13490000,0.800833333,0.4881,Western,
Benin,Africa,Northern Hemisphere,2014,8.824627249,13990000,0.919166667,0.5071,Western,
Burkina Faso,Africa,Northern Hemisphere,1970,6.823168608,,-0.038333333,0.0254,Western,5806970
Burkina Faso,Africa,Northern Hemisphere,1971,6.441841123,,-0.153333333,0.0262,Western,
Burkina Faso,Africa,Northern Hemisphere,1972,6.520523218,,-0.173333333,0.0277,Western,
Burkina Faso,Africa,Northern Hemisphere,1973,6.016782905,,0.096666667,0.0284,Western,
Burkina Faso,Africa,Northern Hemisphere,1974,7.176540696,,-0.176666667,0.034,Western,
Burkina Faso,Africa,Northern Hemisphere,1975,6.491531028,,-0.053333333,0.0357,Western,6434760
Burkina Faso,Africa,Northern Hemisphere,1976,7.119912782,,-0.205,0.0333,Western,
Burkina Faso,Africa,Northern Hemisphere,1977,6.116976746,,0.118333333,0.0389,Western,
Burkina Faso,Africa,Northern Hemisphere,1978,6.771269385,,0.02,0.0533,Western,
Burkina Faso,Africa,Northern Hemisphere,1979,6.750600779,,0.084166667,0.061,Western,
Burkina Faso,Africa,Northern Hemisphere,1980,6.13726742,,0.1675,0.0634,Western,7211700
Burkina Faso,Africa,Northern Hemisphere,1981,6.319147274,,0.37,0.0797,Western,
Burkina Faso,Africa,Northern Hemisphere,1982,6.054176339,,0.054166667,0.0804,Western,
Burkina Faso,Africa,Northern Hemisphere,1983,4.990261632,,0.246666667,0.0809,Western,
Burkina Faso,Africa,Northern Hemisphere,1984,5.329331417,,0.038333333,0.0618,Western,
Burkina Faso,Africa,Northern Hemisphere,1985,6.558498097,,-0.003333333,0.0616,Western,8156950
Burkina Faso,Africa,Northern Hemisphere,1986,6.265397285,,0.133333333,0.0605,Western,
Burkina Faso,Africa,Northern Hemisphere,1987,5.826831388,,0.246666667,0.0635,Western,
Burkina Faso,Africa,Northern Hemisphere,1988,6.712383758,,0.370833333,0.0662,Western,
Burkina Faso,Africa,Northern Hemisphere,1989,6.548168568,,0.2675,0.0957,Western,
Burkina Faso,Africa,Northern Hemisphere,1990,5.520939918,12180000,0.528333333,0.0661,Western,9323700
Burkina Faso,Africa,Northern Hemisphere,1991,7.556860491,12660000,0.409166667,0.0692,Western,
Burkina Faso,Africa,Northern Hemisphere,1992,6.735920568,12960000,0.133333333,0.0678,Western,
Burkina Faso,Africa,Northern Hemisphere,1993,6.323265516,13200000,0.189166667,0.0656,Western,
Burkina Faso,Africa,Northern Hemisphere,1994,8.147034867,13680000,0.371666667,0.0657,Western,
Burkina Faso,Africa,Northern Hemisphere,1995,6.624999964,14030000,0.5775,0.0618,Western,10692050
Burkina Faso,Africa,Northern Hemisphere,1996,6.328788752,14380000,0.264166667,0.0679,Western,
Burkina Faso,Africa,Northern Hemisphere,1997,6.038769373,14990000,0.5175,0.0753,Western,
Burkina Faso,Africa,Northern Hemisphere,1998,7.223624024,15140000,0.705,0.0782,Western,
Burkina Faso,Africa,Northern Hemisphere,1999,7.418769379,15480000,0.478333333,0.081,Western,
Burkina Faso,Africa,Northern Hemisphere,2000,6.174021305,16610000,0.496666667,0.0888,Western,12293280
Burkina Faso,Africa,Northern Hemisphere,2001,6.139970915,16340000,0.638333333,0.083,Western,
Burkina Faso,Africa,Northern Hemisphere,2002,5.695610459,17490000,0.7125,0.0814,Western,
Burkina Faso,Africa,Northern Hemisphere,2003,8.124534879,20270000,0.746666667,0.0849,Western,
Burkina Faso,Africa,Northern Hemisphere,2004,6.491036817,20950000,0.659166667,0.0844,Western,
Burkina Faso,Africa,Northern Hemisphere,2005,6.732994202,21910000,0.854166667,0.0836,Western,14198460
Burkina Faso,Africa,Northern Hemisphere,2006,6.961492245,21460000,0.815833333,0.0981,Western,
Burkina Faso,Africa,Northern Hemisphere,2007,6.948003852,22490000,0.851666667,0.1116,Western,
Burkina Faso,Africa,Northern Hemisphere,2008,7.404912777,23020000,0.6825,0.1181,Western,
Burkina Faso,Africa,Northern Hemisphere,2009,7.175203484,23930000,0.725833333,0.1209,Western,
Burkina Faso,Africa,Northern Hemisphere,2010,7.735862413,25180000,0.899166667,0.1305,Western,16468710
Burkina Faso,Africa,Northern Hemisphere,2011,6.042916672,25500000,0.741666667,0.1325,Western,
Burkina Faso,Africa,Northern Hemisphere,2012,7.860484478,26090000,0.814166667,0.1581,Western,
Burkina Faso,Africa,Northern Hemisphere,2013,7.13921512,27120000,0.800833333,0.1678,Western,
Burkina Faso,Africa,Northern Hemisphere,2014,7.04694769,27300000,0.919166667,0.1656,Western,
Cape Verde,Africa,Northern Hemisphere,1970,4.846666336,,-0.038333333,0.1362,Western,274010
Cape Verde,Africa,Northern Hemisphere,1971,5.449166775,,-0.153333333,0.1349,Western,
Cape Verde,Africa,Northern Hemisphere,1972,4.673333168,,-0.173333333,0.1886,Western,
Cape Verde,Africa,Northern Hemisphere,1973,4.924166679,,0.096666667,0.2296,Western,
Cape Verde,Africa,Northern Hemisphere,1974,5.601666451,,-0.176666667,0.2441,Western,
Cape Verde,Africa,Northern Hemisphere,1975,5.976666927,,-0.053333333,0.2847,Western,310270
Cape Verde,Africa,Northern Hemisphere,1976,5.621666908,,-0.205,0.2701,Western,
Cape Verde,Africa,Northern Hemisphere,1977,5.485000134,,0.118333333,0.2949,Western,
Cape Verde,Africa,Northern Hemisphere,1978,5.843333244,,0.02,0.7551,Western,
Cape Verde,Africa,Northern Hemisphere,1979,6.908333302,,0.084166667,0.8907,Western,
Cape Verde,Africa,Northern Hemisphere,1980,6.335000038,,0.1675,0.426,Western,299500
Cape Verde,Africa,Northern Hemisphere,1981,7.136666775,,0.37,0.1142,Western,
Cape Verde,Africa,Northern Hemisphere,1982,5.630000114,,0.054166667,0.1245,Western,
Cape Verde,Africa,Northern Hemisphere,1983,6.771666527,,0.246666667,0.122,Western,
Cape Verde,Africa,Northern Hemisphere,1984,6.485000134,,0.038333333,0.2753,Western,
Cape Verde,Africa,Northern Hemisphere,1985,6.363333225,,-0.003333333,0.2704,Western,326140
Cape Verde,Africa,Northern Hemisphere,1986,5.699999809,,0.133333333,0.1852,Western,
Cape Verde,Africa,Northern Hemisphere,1987,6.308333397,,0.246666667,0.251,Western,
Cape Verde,Africa,Northern Hemisphere,1988,7.11833334,,0.370833333,0.225,Western,
Cape Verde,Africa,Northern Hemisphere,1989,5.9375,,0.2675,0.2434,Western,
Cape Verde,Africa,Northern Hemisphere,1990,6.716666698,240000,0.528333333,0.2819,Western,347040
Cape Verde,Africa,Northern Hemisphere,1991,5.470833302,250000,0.409166667,0.2857,Western,
Cape Verde,Africa,Northern Hemisphere,1992,5.724999905,280000,0.133333333,0.2987,Western,
Cape Verde,Africa,Northern Hemisphere,1993,7.715833664,290000,0.189166667,0.3003,Western,
Cape Verde,Africa,Northern Hemisphere,1994,6.724999905,280000,0.371666667,0.3018,Western,
Cape Verde,Africa,Northern Hemisphere,1995,5.835000038,310000,0.5775,0.313,Western,394570
Cape Verde,Africa,Northern Hemisphere,1996,6.341666698,300000,0.264166667,0.3613,Western,
Cape Verde,Africa,Northern Hemisphere,1997,6.486666679,320000,0.5175,0.3625,Western,
Cape Verde,Africa,Northern Hemisphere,1998,6.745833397,340000,0.705,0.3819,Western,
Cape Verde,Africa,Northern Hemisphere,1999,6.988333225,370000,0.478333333,0.4357,Western,
Cape Verde,Africa,Northern Hemisphere,2000,8.277500153,400000,0.496666667,0.5049,Western,437240
Cape Verde,Africa,Northern Hemisphere,2001,6.063333511,420000,0.638333333,0.5382,Western,
Cape Verde,Africa,Northern Hemisphere,2002,6.347499847,460000,0.7125,0.6204,Western,
Cape Verde,Africa,Northern Hemisphere,2003,6.068333149,500000,0.746666667,0.6841,Western,
Cape Verde,Africa,Northern Hemisphere,2004,6.048333168,530000,0.659166667,0.7222,Western,
Cape Verde,Africa,Northern Hemisphere,2005,6.725833416,640000,0.854166667,0.9496,Western,472880
Cape Verde,Africa,Northern Hemisphere,2006,5.645833015,670000,0.815833333,1.0074,Western,
Cape Verde,Africa,Northern Hemisphere,2007,5.406666756,710000,0.851666667,1.0643,Western,
Cape Verde,Africa,Northern Hemisphere,2008,5.96999979,680000,0.6825,0.9753,Western,
Cape Verde,Africa,Northern Hemisphere,2009,6.859166622,750000,0.725833333,1.0691,Western,
Cape Verde,Africa,Northern Hemisphere,2010,6.289999962,790000,0.899166667,1.1305,Western,496000
Cape Verde,Africa,Northern Hemisphere,2011,5.354166508,810000,0.741666667,1.2339,Western,
Cape Verde,Africa,Northern Hemisphere,2012,6.247499943,710000,0.814166667,0.9935,Western,
Cape Verde,Africa,Northern Hemisphere,2013,6.320833206,710000,0.800833333,0.9666,Western,
Cape Verde,Africa,Northern Hemisphere,2014,5.341666698,710000,0.919166667,0.9403,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1970,10.57696209,,-0.038333333,0.4395,Western,5415730
Cote d'Ivoire,Africa,Northern Hemisphere,1971,11.36454551,,-0.153333333,0.4607,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1972,10.59521214,,-0.173333333,0.4863,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1973,10.59037123,,0.096666667,0.4924,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1974,10.87942426,,-0.176666667,0.5297,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1975,10.61179548,,-0.053333333,0.6217,Western,6767700
Cote d'Ivoire,Africa,Northern Hemisphere,1976,10.51484088,,-0.205,0.5899,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1977,9.861386381,,0.118333333,0.5767,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1978,10.1938106,,0.02,0.655,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1979,12.22860608,,0.084166667,0.7051,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1980,11.08100761,,0.1675,0.6932,Western,8500370
Cote d'Ivoire,Africa,Northern Hemisphere,1981,10.07165912,,0.37,0.4605,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1982,10.47257573,,0.054166667,0.6337,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1983,7.868113646,,0.246666667,0.494,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1984,11.24559088,,0.038333333,0.5386,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1985,11.20458335,,-0.003333333,0.7041,Western,10468770
Cote d'Ivoire,Africa,Northern Hemisphere,1986,9.394037836,,0.133333333,0.541,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1987,10.96256819,,0.246666667,0.687,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1988,10.48239393,,0.370833333,0.7936,Western,
Cote d'Ivoire,Africa,Northern Hemisphere,1989,11.51711361,,0.2675,0.7186,Western,
